credit_sco,credit_amo,tenure,balance,cred_card,active,saving,checking,clusters
701,9034,loyal,excellent balance,yes,yes,moderate,moderate,3
600,1585,long term,excellent balance,yes,no,little,none,2
850,1301,loyal,good balance,yes,yes,little,moderate,2
613,1323,loyal,good balance,yes,yes,moderate,rich,2
509,3123,new,no balance,yes,no,little,little,0
509,5493,new,no balance,no,no,little,little,3
609,1126,new,no balance,yes,yes,moderate,rich,2
456,1216,new,excellent balance,no,no,moderate,moderate,2
728,1207,new,good balance,yes,no,little,little,2
663,1309,loyal,no balance,no,no,none,none,2
673,2360,new,excellent balance,no,yes,quite rich,rich,2
717,6850,new,good balance,yes,no,moderate,moderate,3
741,1413,loyal,excellent balance,no,no,little,none,2
498,8588,long term,good balance,yes,yes,moderate,none,3
850,759,long term,good balance,no,yes,little,little,2
493,4686,loyal,no balance,yes,yes,little,none,0
686,2687,long term,good balance,yes,no,little,rich,0
666,585,new,good balance,yes,no,little,moderate,2
733,2255,loyal,good balance,yes,yes,none,none,2
631,609,long term,excellent balance,no,yes,little,little,2
714,1361,long term,excellent balance,yes,no,little,little,2
767,7127,long term,excellent balance,yes,no,little,none,3
711,1203,new,good balance,yes,yes,moderate,little,2
722,700,loyal,no balance,yes,yes,none,none,2
631,5507,loyal,good balance,yes,no,little,none,3
701,3190,new,excellent balance,no,yes,little,little,0
790,7119,new,excellent balance,yes,yes,little,little,3
633,3488,long term,good balance,yes,yes,moderate,none,0
644,1113,loyal,no balance,yes,no,little,moderate,2
757,7966,long term,excellent balance,yes,no,little,moderate,3
696,1532,loyal,no balance,yes,yes,moderate,none,2
746,1503,new,excellent balance,yes,no,little,none,2
649,2302,loyal,no balance,yes,no,little,little,2
565,662,new,excellent balance,no,no,little,little,2
720,2273,loyal,no balance,yes,yes,little,moderate,2
648,2631,long term,excellent balance,yes,no,moderate,moderate,0
632,1503,new,excellent balance,no,no,little,none,2
622,1311,new,excellent balance,yes,no,moderate,none,2
835,3105,new,excellent balance,yes,yes,none,none,0
493,2319,new,no balance,yes,yes,little,rich,2
785,1374,long term,excellent balance,no,no,none,little,2
681,3612,new,good balance,yes,no,little,moderate,0
621,7763,new,good balance,yes,yes,little,little,3
756,3049,long term,good balance,yes,no,little,rich,0
515,1534,long term,no balance,yes,yes,little,moderate,2
625,2032,loyal,good balance,yes,yes,little,none,2
717,6350,long term,no balance,yes,no,none,little,3
595,2864,new,excellent balance,no,yes,little,rich,0
539,1255,new,excellent balance,no,no,little,none,2
762,1333,loyal,no balance,yes,yes,little,little,2
706,2022,loyal,no balance,yes,yes,little,none,2
677,1552,loyal,excellent balance,yes,no,little,none,2
733,626,long term,excellent balance,no,yes,little,little,2
684,8858,long term,no balance,yes,yes,none,none,3
679,996,long term,excellent balance,no,yes,none,none,2
478,1750,new,no balance,yes,yes,quite rich,none,2
696,6999,new,excellent balance,yes,yes,little,little,3
686,1995,long term,no balance,yes,yes,moderate,moderate,2
466,1199,long term,good balance,no,yes,little,moderate,2
686,1331,long term,excellent balance,yes,no,little,moderate,2
576,2278,loyal,no balance,yes,yes,moderate,moderate,2
763,5003,new,good balance,yes,yes,none,none,0
572,3552,new,excellent balance,yes,no,little,little,0
757,1928,new,no balance,no,no,little,moderate,2
582,2964,new,no balance,yes,yes,none,little,0
623,3161,long term,no balance,yes,no,little,little,0
617,18424,long term,good balance,yes,no,little,moderate,1
425,2848,long term,no balance,yes,no,moderate,none,0
659,14896,loyal,excellent balance,yes,no,little,little,1
605,2359,long term,no balance,no,yes,moderate,little,2
538,3345,loyal,good balance,no,no,little,little,0
665,1817,long term,excellent balance,yes,no,little,none,2
491,12749,long term,good balance,yes,yes,quite rich,none,1
726,1366,long term,excellent balance,no,yes,little,little,2
580,2002,loyal,good balance,yes,no,little,moderate,2
550,6872,long term,no balance,yes,yes,little,little,3
542,697,new,good balance,yes,no,little,little,2
732,1049,long term,no balance,yes,no,little,little,2
473,10297,long term,excellent balance,no,yes,little,little,1
745,1867,loyal,no balance,yes,no,none,none,2
732,1344,long term,no balance,yes,yes,little,little,2
848,1747,long term,excellent balance,no,no,little,little,2
572,1670,new,excellent balance,no,no,little,moderate,2
702,1224,loyal,good balance,yes,yes,little,none,2
664,522,long term,good balance,yes,no,quite rich,none,2
630,1498,new,excellent balance,yes,yes,little,little,2
618,1919,long term,excellent balance,no,no,moderate,moderate,2
556,745,long term,no balance,yes,no,little,rich,2
619,2063,long term,good balance,yes,yes,little,moderate,2
644,6288,loyal,no balance,no,yes,little,moderate,3
658,6842,new,no balance,yes,no,none,none,3
598,3527,loyal,good balance,yes,no,none,none,0
677,1546,new,no balance,yes,yes,little,none,2
689,929,new,good balance,yes,no,none,none,2
591,1455,loyal,excellent balance,yes,no,little,none,2
699,1845,long term,no balance,no,yes,little,little,2
749,8358,loyal,good balance,no,yes,quite rich,moderate,3
709,3349,loyal,excellent balance,yes,yes,quite rich,little,0
607,2859,new,excellent balance,yes,yes,none,none,0
650,1533,new,good balance,yes,yes,little,none,2
651,3621,loyal,excellent balance,yes,no,moderate,none,0
676,3590,loyal,no balance,yes,yes,little,moderate,0
723,2145,long term,no balance,no,yes,little,little,2
714,4113,new,excellent balance,no,yes,quite rich,moderate,0
759,10974,long term,excellent balance,yes,yes,little,none,1
582,1893,new,no balance,yes,no,little,little,2
697,1231,new,excellent balance,yes,no,rich,little,2
610,3656,long term,good balance,no,yes,none,rich,0
488,1154,long term,excellent balance,yes,no,little,moderate,2
599,4006,loyal,excellent balance,yes,yes,little,little,0
781,3069,long term,excellent balance,yes,yes,moderate,moderate,0
645,1740,loyal,excellent balance,no,no,little,none,2
545,2353,long term,no balance,no,no,little,moderate,2
597,3556,loyal,good balance,yes,no,none,none,0
561,2397,new,no balance,yes,no,quite rich,none,2
662,454,long term,no balance,yes,no,little,moderate,2
649,1715,long term,excellent balance,yes,yes,none,moderate,2
630,2520,new,good balance,yes,yes,quite rich,moderate,0
672,3568,new,no balance,yes,yes,little,none,0
636,7166,loyal,excellent balance,yes,yes,none,none,3
593,3939,long term,good balance,yes,yes,little,little,0
545,1514,long term,good balance,yes,yes,moderate,moderate,2
567,7393,new,no balance,yes,no,little,none,3
583,1193,long term,excellent balance,yes,no,little,little,2
681,7297,new,excellent balance,yes,yes,little,little,3
762,2831,loyal,good balance,yes,no,little,none,0
648,1258,long term,no balance,no,no,quite rich,rich,2
644,753,long term,good balance,yes,yes,little,moderate,2
706,2427,new,no balance,yes,yes,none,moderate,2
850,2538,new,excellent balance,yes,no,little,none,0
484,1264,long term,no balance,yes,yes,moderate,moderate,2
508,8386,new,good balance,yes,no,little,moderate,3
439,4844,long term,excellent balance,yes,no,little,none,0
484,2923,loyal,no balance,yes,no,moderate,rich,0
803,8229,new,no balance,no,no,little,little,3
724,2028,long term,good balance,yes,yes,little,none,2
640,1433,long term,excellent balance,yes,no,little,little,2
701,6289,loyal,no balance,no,no,little,rich,3
537,1409,new,no balance,yes,yes,moderate,none,2
651,6579,long term,excellent balance,no,no,little,little,3
523,1743,new,good balance,no,no,little,moderate,2
717,3565,long term,good balance,yes,no,none,none,0
593,1569,long term,no balance,yes,no,moderate,none,2
706,1936,long term,excellent balance,yes,yes,none,little,2
714,3959,long term,good balance,yes,no,little,little,0
794,2390,loyal,excellent balance,yes,no,none,none,2
518,1736,long term,good balance,no,no,little,none,2
589,3857,long term,good balance,yes,no,little,little,0
824,804,new,excellent balance,no,no,little,none,2
719,1845,long term,excellent balance,yes,no,little,little,2
617,4576,new,good balance,yes,no,moderate,moderate,0
651,2329,long term,good balance,yes,no,little,moderate,2
637,918,new,excellent balance,yes,yes,little,moderate,2
554,1837,long term,good balance,yes,no,little,moderate,2
731,3349,new,excellent balance,yes,no,little,none,0
569,1275,new,no balance,yes,yes,little,rich,2
625,2828,long term,excellent balance,yes,no,quite rich,little,0
592,4526,long term,no balance,yes,no,little,none,0
669,2671,new,excellent balance,no,yes,moderate,moderate,0
663,2051,new,good balance,yes,yes,little,none,2
518,1300,long term,good balance,yes,no,none,none,2
686,741,long term,excellent balance,yes,yes,moderate,little,2
709,1240,long term,excellent balance,yes,yes,moderate,rich,2
571,3357,loyal,no balance,no,yes,rich,little,0
707,3632,new,good balance,no,no,little,little,0
701,1808,long term,good balance,no,no,little,none,2
672,12204,loyal,no balance,yes,no,none,moderate,1
620,9157,loyal,excellent balance,yes,no,none,moderate,3
557,3676,loyal,no balance,yes,yes,little,little,0
648,3441,long term,good balance,yes,no,moderate,moderate,0
479,640,new,good balance,yes,no,little,none,2
730,3652,loyal,good balance,yes,yes,little,moderate,0
737,1530,new,excellent balance,yes,no,little,none,2
616,3914,new,good balance,yes,no,none,none,0
639,1858,long term,excellent balance,yes,no,little,little,2
815,2600,long term,no balance,yes,yes,little,little,0
786,1979,loyal,no balance,yes,yes,none,none,2
549,2116,loyal,good balance,no,yes,little,rich,2
622,1437,long term,good balance,yes,yes,moderate,moderate,2
624,4042,loyal,good balance,no,no,quite rich,none,0
841,3832,long term,no balance,yes,no,none,none,0
614,3660,long term,excellent balance,no,no,little,little,0
676,1553,new,excellent balance,yes,yes,little,little,2
697,1444,loyal,excellent balance,no,no,none,moderate,2
732,1980,loyal,no balance,yes,no,little,none,2
623,1355,long term,excellent balance,no,no,little,moderate,2
541,1393,long term,excellent balance,yes,no,little,none,2
773,1376,long term,no balance,no,yes,quite rich,none,2
762,15653,long term,good balance,yes,no,little,none,1
655,1493,new,good balance,yes,no,little,none,2
602,4370,long term,excellent balance,yes,no,little,little,0
850,750,new,no balance,yes,no,little,little,2
649,1308,long term,no balance,yes,yes,little,moderate,2
850,4623,long term,excellent balance,yes,no,moderate,none,0
543,1851,loyal,no balance,yes,yes,little,none,2
672,1880,loyal,excellent balance,no,no,little,little,2
600,7980,new,no balance,no,yes,none,none,3
671,4583,loyal,no balance,yes,no,little,little,0
706,1386,loyal,good balance,yes,yes,quite rich,none,2
541,947,long term,good balance,yes,no,little,rich,2
711,684,long term,excellent balance,yes,yes,little,little,2
630,7476,new,no balance,no,yes,little,little,3
531,1922,new,good balance,yes,no,little,moderate,2
641,2303,long term,good balance,no,yes,little,little,2
631,8086,loyal,excellent balance,no,no,moderate,moderate,3
685,2346,loyal,no balance,yes,no,little,none,2
702,3973,loyal,good balance,yes,yes,little,little,0
708,888,new,good balance,yes,no,little,moderate,2
653,10222,long term,no balance,yes,yes,none,none,1
654,4221,new,excellent balance,no,no,little,moderate,0
596,6361,new,excellent balance,yes,no,little,moderate,3
549,1297,loyal,excellent balance,yes,yes,little,rich,2
754,900,new,no balance,yes,no,none,little,2
815,2241,loyal,excellent balance,yes,yes,little,none,2
556,1050,loyal,no balance,yes,no,little,moderate,2
706,1047,long term,good balance,yes,yes,little,rich,2
850,6314,loyal,good balance,yes,no,little,none,3
732,3496,loyal,good balance,yes,yes,rich,moderate,0
614,3609,long term,no balance,yes,yes,little,none,0
580,4843,new,excellent balance,no,yes,little,little,0
593,3017,long term,good balance,yes,no,little,rich,0
653,4139,new,excellent balance,yes,yes,moderate,none,0
746,5742,long term,good balance,yes,yes,moderate,none,3
662,10366,loyal,no balance,yes,no,little,none,1
573,2080,new,no balance,yes,yes,quite rich,none,2
684,2580,long term,excellent balance,yes,yes,quite rich,none,0
793,4530,new,excellent balance,yes,no,little,none,0
798,5150,long term,excellent balance,yes,yes,little,none,0
524,5595,new,excellent balance,yes,no,moderate,moderate,3
816,2384,loyal,no balance,yes,yes,little,little,2
742,1453,long term,good balance,no,yes,little,none,2
540,1538,long term,no balance,yes,yes,little,none,2
537,2279,new,excellent balance,yes,no,none,none,2
759,1478,long term,excellent balance,yes,yes,little,none,2
774,5103,new,good balance,yes,no,little,none,0
608,9857,loyal,excellent balance,yes,no,moderate,moderate,3
704,6527,long term,no balance,no,no,none,none,3
581,1347,loyal,no balance,no,no,none,rich,2
628,2862,new,good balance,yes,yes,moderate,moderate,0
566,2753,long term,no balance,yes,no,moderate,none,0
701,3651,long term,no balance,no,yes,rich,little,0
735,975,loyal,no balance,yes,yes,little,little,2
680,2631,new,no balance,yes,no,moderate,moderate,0
560,2896,new,no balance,no,yes,moderate,moderate,0
663,4716,long term,good balance,no,no,none,little,0
665,2284,long term,good balance,yes,yes,little,none,2
758,1236,loyal,good balance,yes,yes,quite rich,none,2
621,1103,new,good balance,no,yes,little,moderate,2
764,926,loyal,excellent balance,yes,no,little,none,2
537,1800,long term,good balance,no,yes,little,none,2
589,1905,loyal,good balance,yes,no,little,rich,2
555,1123,long term,no balance,yes,no,quite rich,none,2
734,6331,new,excellent balance,yes,no,little,little,3
783,1377,loyal,excellent balance,yes,yes,moderate,rich,2
678,2503,new,excellent balance,no,no,moderate,moderate,0
661,2528,long term,no balance,no,yes,little,moderate,0
607,5324,long term,excellent balance,no,yes,quite rich,none,0
537,6560,new,no balance,no,yes,moderate,moderate,3
513,2969,loyal,no balance,yes,yes,little,moderate,0
576,1206,loyal,good balance,no,no,little,moderate,2
660,2118,new,excellent balance,yes,no,little,moderate,2
637,629,loyal,excellent balance,yes,yes,quite rich,none,2
672,1198,loyal,excellent balance,yes,yes,little,little,2
629,2476,new,no balance,no,yes,none,none,2
583,1138,long term,good balance,yes,yes,little,little,2
763,14027,loyal,good balance,no,yes,little,moderate,1
516,7596,new,excellent balance,no,no,none,none,3
617,3077,long term,no balance,no,no,none,none,0
700,1505,loyal,good balance,yes,yes,little,none,2
727,3148,long term,excellent balance,yes,yes,none,rich,0
689,6148,new,excellent balance,no,yes,moderate,moderate,3
626,1337,loyal,excellent balance,yes,no,little,rich,2
686,433,long term,excellent balance,yes,yes,rich,moderate,2
351,1228,long term,excellent balance,yes,no,little,little,2
739,790,loyal,no balance,yes,no,quite rich,moderate,2
627,2570,loyal,no balance,yes,no,little,none,0
451,250,loyal,good balance,yes,yes,rich,none,2
512,1316,loyal,excellent balance,yes,no,quite rich,none,2
774,1882,long term,excellent balance,yes,no,little,little,2
652,6416,loyal,good balance,no,yes,little,moderate,3
638,1275,new,good balance,yes,yes,rich,rich,2
475,6403,new,no balance,yes,no,little,moderate,3
567,1987,long term,good balance,no,no,little,little,2
750,760,new,no balance,yes,no,little,moderate,2
850,2603,long term,good balance,yes,yes,rich,none,0
753,3380,long term,excellent balance,no,yes,little,none,0
683,3990,long term,no balance,yes,no,none,moderate,0
710,11560,new,no balance,yes,no,little,moderate,1
645,4380,new,no balance,no,no,moderate,little,0
714,6761,long term,excellent balance,yes,yes,little,none,3
696,4280,long term,excellent balance,yes,no,moderate,moderate,0
612,2325,long term,no balance,yes,yes,moderate,little,2
520,1048,new,good balance,yes,yes,little,moderate,2
782,3160,loyal,good balance,yes,yes,none,none,0
666,2483,long term,excellent balance,yes,yes,quite rich,little,2
466,14179,new,good balance,yes,no,none,little,1
567,1797,long term,no balance,no,yes,little,little,2
613,2511,new,no balance,yes,yes,little,little,0
718,1274,loyal,no balance,yes,yes,little,little,2
614,5248,loyal,good balance,no,yes,none,none,0
711,3029,loyal,no balance,no,no,little,none,0
691,428,long term,good balance,yes,no,little,little,2
527,976,new,no balance,yes,no,little,little,2
476,841,long term,good balance,no,no,moderate,moderate,2
619,5771,new,no balance,no,no,little,none,3
607,1555,long term,excellent balance,no,no,rich,none,2
695,1285,loyal,no balance,yes,yes,none,little,2
653,1299,new,no balance,no,no,little,rich,2
677,1271,new,good balance,yes,yes,none,rich,2
655,1393,loyal,no balance,yes,no,little,none,2
625,691,new,good balance,yes,yes,little,little,2
679,5045,long term,excellent balance,yes,no,none,none,0
734,2124,new,good balance,yes,yes,little,little,2
666,2214,loyal,no balance,yes,no,little,little,2
592,12680,long term,good balance,yes,no,none,none,1
564,2463,long term,no balance,yes,no,moderate,none,2
814,1155,long term,no balance,yes,yes,little,moderate,2
592,3108,new,good balance,yes,no,little,little,0
758,2901,new,good balance,yes,yes,none,none,0
612,3617,new,excellent balance,yes,yes,little,moderate,0
498,1655,long term,good balance,yes,no,little,none,2
638,2812,long term,excellent balance,yes,yes,none,little,0
558,8065,new,no balance,no,no,little,little,3
756,3275,new,no balance,yes,no,little,none,0
782,2223,long term,no balance,yes,yes,moderate,none,2
505,1480,loyal,good balance,no,yes,quite rich,rich,2
671,1371,long term,no balance,no,no,none,little,2
801,3535,long term,no balance,yes,yes,little,none,0
604,3509,loyal,excellent balance,no,yes,little,little,0
716,5711,loyal,good balance,yes,yes,rich,none,3
624,3872,new,good balance,yes,no,little,moderate,0
607,4933,long term,excellent balance,yes,yes,little,moderate,0
827,1940,new,no balance,no,yes,rich,none,2
606,1410,long term,good balance,no,yes,little,moderate,2
717,836,long term,good balance,yes,no,moderate,moderate,2
651,6468,new,excellent balance,no,no,none,moderate,3
691,1941,new,no balance,no,yes,rich,moderate,2
573,2675,new,good balance,yes,no,quite rich,none,0
723,2751,long term,no balance,yes,yes,none,none,0
584,6224,long term,good balance,yes,no,little,moderate,3
550,5998,loyal,good balance,no,no,little,little,3
611,1188,new,excellent balance,no,yes,little,moderate,2
549,6313,loyal,good balance,yes,yes,none,none,3
850,1221,new,no balance,no,yes,none,none,2
668,2892,long term,good balance,no,no,little,rich,0
686,3062,new,no balance,yes,yes,quite rich,none,0
660,2301,new,no balance,yes,yes,moderate,none,2
682,7511,new,excellent balance,no,yes,none,little,3
524,1258,long term,no balance,yes,yes,little,none,2
645,717,loyal,no balance,yes,yes,none,none,2
850,1549,new,no balance,yes,no,none,moderate,2
537,1597,new,no balance,yes,yes,little,none,2
599,1795,long term,good balance,yes,no,little,moderate,2
727,4272,loyal,no balance,yes,yes,little,little,0
756,976,new,excellent balance,no,no,none,none,2
755,7472,loyal,excellent balance,yes,no,none,moderate,3
634,9271,long term,no balance,yes,yes,little,little,3
837,590,long term,good balance,yes,no,little,moderate,2
727,930,loyal,good balance,yes,yes,none,none,2
567,9283,new,good balance,yes,no,little,moderate,3
650,1778,long term,no balance,no,no,little,moderate,2
655,907,new,good balance,yes,yes,little,moderate,2
763,484,loyal,excellent balance,no,yes,little,moderate,2
843,9629,long term,no balance,yes,yes,little,little,3
667,3051,long term,excellent balance,yes,yes,little,little,0
705,3931,long term,good balance,no,yes,little,little,0
660,7432,long term,excellent balance,yes,yes,little,moderate,3
553,1338,new,no balance,no,no,quite rich,none,2
612,1554,long term,excellent balance,yes,yes,little,none,2
641,15857,new,good balance,yes,no,little,little,1
513,1345,long term,excellent balance,yes,no,little,little,2
680,1101,long term,good balance,no,yes,little,none,2
711,3016,loyal,good balance,yes,yes,little,rich,0
689,2712,new,no balance,yes,yes,little,little,0
665,731,loyal,good balance,no,yes,little,little,2
551,3780,long term,good balance,yes,no,little,none,0
645,1602,long term,good balance,yes,no,little,little,2
616,3966,loyal,excellent balance,yes,no,little,little,0
582,4165,new,good balance,no,yes,little,none,0
365,8335,new,excellent balance,yes,no,none,little,3
697,6681,long term,excellent balance,yes,yes,none,moderate,3
704,2375,new,no balance,yes,no,quite rich,none,2
656,1216,long term,good balance,yes,yes,little,little,2
712,11816,long term,no balance,yes,no,little,little,1
748,5084,new,no balance,no,no,none,moderate,0
724,2327,loyal,no balance,yes,yes,little,rich,2
691,1082,long term,excellent balance,yes,yes,little,little,2
563,886,loyal,no balance,no,yes,none,none,2
741,601,long term,no balance,yes,yes,little,none,2
778,2957,loyal,excellent balance,yes,no,little,little,0
848,2611,long term,excellent balance,yes,yes,little,none,0
634,5179,new,excellent balance,yes,yes,little,little,0
505,2993,long term,good balance,yes,yes,little,none,0
692,1943,long term,excellent balance,no,no,little,none,2
537,1559,long term,good balance,yes,no,little,none,2
633,3422,loyal,excellent balance,yes,no,little,none,0
833,3976,long term,excellent balance,no,no,none,moderate,0
592,6761,new,excellent balance,yes,yes,none,none,3
587,1249,new,no balance,yes,yes,little,none,2
550,1364,long term,good balance,no,yes,little,little,2
680,709,loyal,no balance,yes,no,little,little,2
622,2235,loyal,no balance,yes,yes,little,little,2
594,4042,new,excellent balance,yes,no,none,none,0
643,1471,long term,excellent balance,no,yes,little,none,2
540,1442,long term,good balance,yes,no,little,little,2
635,10875,long term,good balance,yes,no,little,none,1
657,1474,new,good balance,yes,yes,moderate,none,2
814,894,new,good balance,yes,no,none,none,2
600,3343,new,no balance,yes,yes,little,none,0
682,3959,new,no balance,yes,yes,little,little,0
682,3577,long term,good balance,yes,yes,moderate,none,0
566,5804,new,good balance,yes,yes,rich,none,3
550,2169,new,no balance,no,no,little,none,2
630,2439,long term,excellent balance,no,yes,little,little,2
546,4526,new,good balance,yes,no,rich,none,0
486,2210,loyal,good balance,yes,yes,little,none,2
762,2221,loyal,excellent balance,no,no,quite rich,none,2
692,2389,long term,excellent balance,no,yes,little,little,2
498,3331,new,no balance,no,no,little,none,0
850,7409,loyal,no balance,no,no,none,none,3
603,2910,long term,excellent balance,yes,no,little,little,0
551,2659,long term,no balance,yes,no,rich,little,0
627,1028,new,excellent balance,yes,yes,little,none,2
515,3398,loyal,no balance,no,no,little,little,0
605,5801,new,good balance,no,no,none,none,3
567,1525,long term,excellent balance,yes,no,rich,none,2
568,4473,new,excellent balance,no,yes,little,rich,0
571,1068,long term,good balance,yes,no,little,moderate,2
634,6615,new,good balance,yes,yes,little,little,3
768,1864,new,no balance,no,no,moderate,none,2
554,7408,new,excellent balance,yes,no,moderate,moderate,3
629,11590,new,excellent balance,yes,yes,moderate,none,1
638,4110,new,no balance,yes,yes,little,little,0
576,3384,new,no balance,yes,yes,little,little,0
661,2101,loyal,good balance,yes,no,little,moderate,2
592,1275,long term,no balance,yes,yes,none,little,2
702,4169,new,no balance,yes,yes,little,little,0
647,1521,new,good balance,yes,no,little,moderate,2
593,5743,loyal,no balance,yes,yes,little,moderate,3
712,3599,new,good balance,yes,no,little,little,0
625,3213,loyal,no balance,yes,no,quite rich,moderate,0
538,4439,long term,excellent balance,no,yes,little,moderate,0
637,3949,long term,good balance,yes,no,little,rich,0
632,1459,long term,excellent balance,yes,yes,little,none,2
736,882,long term,good balance,no,yes,little,moderate,2
755,3758,long term,good balance,yes,yes,quite rich,moderate,0
425,1743,long term,no balance,yes,no,moderate,none,2
461,1136,loyal,good balance,no,no,rich,moderate,2
745,1236,long term,excellent balance,yes,yes,little,none,2
616,959,long term,no balance,yes,no,little,moderate,2
587,3229,long term,good balance,yes,no,none,none,0
850,6199,long term,excellent balance,no,yes,little,little,3
601,727,new,no balance,yes,no,quite rich,none,2
730,1246,new,no balance,yes,no,little,moderate,2
532,2331,new,excellent balance,yes,no,none,none,2
850,4463,new,good balance,yes,no,little,none,0
779,776,long term,no balance,no,yes,little,none,2
562,2406,loyal,no balance,yes,yes,little,little,2
670,1239,new,excellent balance,no,no,none,moderate,2
729,3399,long term,excellent balance,yes,no,none,rich,0
767,2247,new,excellent balance,yes,yes,little,rich,2
742,1766,new,excellent balance,yes,no,little,none,2
669,2473,loyal,good balance,no,no,little,little,2
542,1542,new,excellent balance,no,yes,little,none,2
586,3850,new,no balance,yes,yes,little,none,0
612,3650,loyal,excellent balance,yes,no,little,little,0
740,3446,long term,no balance,yes,yes,little,little,0
584,3001,new,excellent balance,yes,yes,little,moderate,0
524,3079,new,good balance,yes,no,none,none,0
614,6070,long term,good balance,yes,no,little,none,3
598,2146,loyal,no balance,no,yes,little,none,2
799,13756,long term,no balance,no,yes,none,none,1
724,14782,new,excellent balance,no,no,moderate,moderate,1
601,7685,new,good balance,yes,no,little,little,3
804,2320,long term,good balance,yes,no,little,none,2
745,846,long term,good balance,yes,yes,none,none,2
667,14318,new,good balance,yes,no,little,moderate,1
518,362,loyal,good balance,yes,yes,moderate,none,2
819,2212,loyal,no balance,yes,no,none,little,2
520,12976,long term,good balance,yes,yes,little,moderate,1
625,1283,long term,no balance,yes,no,none,none,2
673,1330,long term,good balance,no,no,little,rich,2
656,4272,new,excellent balance,yes,no,moderate,none,0
850,2238,loyal,excellent balance,no,yes,little,none,2
574,1126,long term,no balance,no,no,none,none,2
679,7374,long term,no balance,yes,yes,little,moderate,3
530,2326,new,good balance,no,yes,quite rich,moderate,2
508,1449,new,good balance,no,no,little,none,2
558,1820,long term,good balance,yes,yes,little,none,2
414,983,loyal,no balance,no,yes,rich,moderate,2
648,3249,new,good balance,yes,no,little,little,0
721,1957,new,no balance,yes,no,little,little,2
751,2406,loyal,no balance,no,no,little,none,2
662,11760,new,no balance,no,yes,moderate,moderate,1
628,2578,new,good balance,no,yes,little,little,0
597,2348,loyal,excellent balance,yes,no,little,little,2
698,1223,new,good balance,yes,yes,little,moderate,2
723,1516,long term,no balance,yes,yes,rich,none,2
586,1473,long term,no balance,yes,no,little,none,2
633,1887,loyal,good balance,yes,yes,none,moderate,2
564,8648,long term,no balance,yes,no,little,none,3
649,802,new,no balance,yes,no,little,none,2
622,2899,long term,good balance,no,yes,none,moderate,0
459,2039,long term,good balance,yes,no,little,moderate,2
718,2197,new,no balance,no,no,none,none,2
655,1053,long term,good balance,yes,no,little,little,2
696,3235,loyal,excellent balance,yes,yes,quite rich,none,0
637,939,new,good balance,no,no,quite rich,rich,2
630,1967,new,good balance,yes,yes,little,moderate,2
592,7253,long term,excellent balance,no,no,little,none,3
634,2292,new,good balance,yes,yes,little,none,2
608,1597,loyal,no balance,yes,yes,quite rich,none,2
565,1381,loyal,good balance,yes,no,none,little,2
763,5842,loyal,excellent balance,no,yes,little,none,3
665,2579,loyal,excellent balance,yes,yes,little,little,0
649,8471,new,excellent balance,no,yes,none,little,3
695,2782,new,no balance,yes,yes,quite rich,none,0
775,1042,long term,good balance,yes,yes,none,moderate,2
788,3186,new,excellent balance,no,yes,rich,none,0
569,2028,loyal,excellent balance,yes,no,none,moderate,2
726,958,loyal,excellent balance,no,yes,little,moderate,2
564,1591,new,good balance,yes,yes,moderate,none,2
544,2762,loyal,good balance,yes,yes,none,moderate,0
614,2779,loyal,excellent balance,yes,yes,little,moderate,0
453,2743,loyal,excellent balance,yes,no,little,none,0
471,1149,long term,good balance,yes,yes,rich,none,2
829,1313,new,good balance,no,no,little,none,2
754,1190,new,good balance,yes,yes,little,little,2
749,3448,loyal,good balance,yes,yes,little,none,0
667,11328,new,no balance,yes,no,little,moderate,1
670,1872,new,excellent balance,no,no,little,little,2
670,2058,long term,no balance,yes,yes,little,none,2
623,2136,new,good balance,yes,no,little,little,2
571,1484,long term,excellent balance,yes,no,none,moderate,2
641,660,long term,good balance,no,yes,quite rich,none,2
551,1287,new,excellent balance,yes,no,rich,none,2
741,3394,loyal,good balance,yes,no,little,little,0
472,609,long term,good balance,no,yes,little,rich,2
650,1884,new,excellent balance,no,no,little,none,2
625,1620,long term,excellent balance,no,no,little,little,2
650,2629,long term,excellent balance,yes,yes,little,moderate,0
535,719,loyal,no balance,yes,no,little,none,2
649,5096,new,excellent balance,yes,yes,little,moderate,0
689,1244,long term,excellent balance,yes,no,none,none,2
694,1842,long term,excellent balance,yes,no,little,little,2
655,2576,loyal,excellent balance,yes,yes,little,moderate,0
620,1424,loyal,no balance,yes,yes,none,rich,2
577,1512,loyal,no balance,yes,yes,rich,moderate,2
401,11054,loyal,excellent balance,yes,no,none,none,1
599,518,long term,excellent balance,yes,yes,little,none,2
481,2759,loyal,no balance,yes,yes,little,none,0
704,2670,loyal,excellent balance,yes,yes,little,none,0
698,4817,loyal,excellent balance,no,no,little,little,0
480,2679,long term,no balance,no,no,little,none,0
682,3905,new,no balance,yes,yes,little,little,0
700,3386,long term,no balance,no,yes,little,little,0
492,343,new,excellent balance,yes,yes,little,little,2
444,4594,long term,no balance,yes,no,little,none,0
624,3620,long term,no balance,no,no,little,little,0
709,1721,long term,no balance,yes,no,little,little,2
557,3017,new,good balance,yes,yes,little,moderate,0
646,754,long term,excellent balance,yes,yes,none,moderate,2
719,1950,new,good balance,yes,yes,little,none,2
706,2924,long term,excellent balance,yes,yes,little,little,0
